artist_name,track_name,track_id,artist_href,track_href,genre_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
three dog night,never been to spain - single version,61OQuSzsom6geFCA18JwO6,https://open.spotify.com/artist/4FAEZeJcsYYBkNq2D3KGTV,https://open.spotify.com/track/61OQuSzsom6geFCA18JwO6,country,0.517,0.502,4,-15.014,1,0.0275,0.58,0.00157,0.352,0.727,88.762,226067
darius rucker,don't think i don't think about it,0XfFxeXzMkIy5SWAVpOQin,https://open.spotify.com/artist/7FY5V3XMwlNBPitEjXowHQ,https://open.spotify.com/track/0XfFxeXzMkIy5SWAVpOQin,country,0.578,0.752,9,-5.264,1,0.033,0.0275,0.0,0.125,0.405,149.689,183307
lil nas x,old town road - diplo remix,3kgKVcBpBGuSeaEC0AZGlb,https://open.spotify.com/artist/7jVv8c5Fj3E9VhNjxT4snq,https://open.spotify.com/track/3kgKVcBpBGuSeaEC0AZGlb,country,0.766,0.771,6,-9.108,1,0.0576,0.00407,3.76e-06,0.113,0.297,140.036,204027
eric church,livin' part of life,0X6LpTaCRqlMUmjCynuo5a,https://open.spotify.com/artist/2IvkS5MXK0vPGnwyJsrEyV,https://open.spotify.com/track/0X6LpTaCRqlMUmjCynuo5a,country,0.451,0.648,1,-8.659,1,0.0355,0.481,0.0,0.201,0.857,146.792,269173
seth ennis,think & drive,2vjNx7jYF9q2w3sKiJ37lg,https://open.spotify.com/artist/2dEZtPJFspWetycGtouit2,https://open.spotify.com/track/2vjNx7jYF9q2w3sKiJ37lg,country,0.603,0.578,11,-6.697,1,0.0306,0.558,0.0,0.131,0.299,137.995,235467
sam hunt,speakers,4DXfOXYv0ki7IR3P0XRcMY,https://open.spotify.com/artist/2kucQ9jQwuD8jWdtR9Ef38,https://open.spotify.com/track/4DXfOXYv0ki7IR3P0XRcMY,country,0.594,0.459,9,-7.507,1,0.0419,0.712,0.0,0.169,0.316,75.082,228093
boston,amanda,4gpext9x0CbdD9NWaa4nDj,https://open.spotify.com/artist/29kkCKKGXheHuoO829FxWK,https://open.spotify.com/track/4gpext9x0CbdD9NWaa4nDj,country,0.449,0.424,7,-14.06,1,0.0323,0.32,1.69e-06,0.107,0.259,125.494,256200
john mellencamp,ain't even done with the night,4z8D58IC56O0JH2B818SkX,https://open.spotify.com/artist/3lPQ2Fk5JOwGWAF3ORFCqH,https://open.spotify.com/track/4z8D58IC56O0JH2B818SkX,country,0.791,0.7,11,-6.96,1,0.0297,0.201,0.000312,0.0562,0.8,120.741,279067
brett young,don’t wanna write this song,0BteLcimTI0usYZ2L2zQaZ,https://open.spotify.com/artist/0fiWOxhsBsQQvFDtxUQWo0,https://open.spotify.com/track/0BteLcimTI0usYZ2L2zQaZ,country,0.507,0.452,2,-7.557,1,0.0377,0.19,0.0,0.0841,0.224,150.217,228640
george strait,run,1EXMjx4nCIvYTaY5CZMUSl,https://open.spotify.com/artist/5vngPClqofybhPERIqQMYd,https://open.spotify.com/track/1EXMjx4nCIvYTaY5CZMUSl,country,0.544,0.57,2,-10.192,1,0.0326,0.462,0.00183,0.213,0.295,75.59,245427
cole swindell,hope you get lonely tonight,5BtS8w1kkjLV1BbvB0t12u,https://open.spotify.com/artist/1mfDfLsMxYcOOZkzBxvSVW,https://open.spotify.com/track/5BtS8w1kkjLV1BbvB0t12u,country,0.45,0.795,10,-4.249,1,0.0355,0.103,0.0,0.166,0.364,151.884,227987
johnny cash,ain't no grave,1xADYlM5rjnbJvAW2tc0qF,https://open.spotify.com/artist/6kACVPfCOnqzgfEF5ryl0x,https://open.spotify.com/track/1xADYlM5rjnbJvAW2tc0qF,country,0.52,0.35,9,-10.713,0,0.052,0.894,0.000778,0.0895,0.39,79.647,173267
old dominion,never be sorry,1TP0hha5wan1xwKjGcNSCv,https://open.spotify.com/artist/6y8XlgIV8BLlIg1tT1R10i,https://open.spotify.com/track/1TP0hha5wan1xwKjGcNSCv,country,0.733,0.833,11,-5.416,1,0.0284,0.012,4.22e-05,0.16,0.851,125.998,203840
darius rucker,this,6fIvjDuusQK59brMgHV9qb,https://open.spotify.com/artist/7FY5V3XMwlNBPitEjXowHQ,https://open.spotify.com/track/6fIvjDuusQK59brMgHV9qb,country,0.625,0.826,4,-5.037,1,0.0325,0.121,0.0,0.158,0.699,99.919,218867
noah schnacky,maybe we will,4Ar1v62ri7sTbJ8XObrM2k,https://open.spotify.com/artist/1qDDkysTxJvFandHwP9CMx,https://open.spotify.com/track/4Ar1v62ri7sTbJ8XObrM2k,country,0.586,0.475,4,-8.02,1,0.0316,0.798,0.0,0.116,0.425,169.927,189582
chris stapleton,hard livin',6SYasTzcB2CZlJfkEO7ZrS,https://open.spotify.com/artist/4YLtscXsxbVgi031ovDDdh,https://open.spotify.com/track/6SYasTzcB2CZlJfkEO7ZrS,country,0.548,0.652,2,-9.894,1,0.0284,0.0018,0.21,0.0975,0.867,92.927,179227
darius rucker,homegrown honey,15WoYaFanAymIZuebfxvOt,https://open.spotify.com/artist/7FY5V3XMwlNBPitEjXowHQ,https://open.spotify.com/track/15WoYaFanAymIZuebfxvOt,country,0.657,0.911,1,-5.072,1,0.0496,0.122,0.0,0.0479,0.871,87.978,204893
florida georgia line,can’t hide red,2h8szyWmfavIbiWm0KWpB0,https://open.spotify.com/artist/3b8QkneNDz4JHKKKlLgYZg,https://open.spotify.com/track/2h8szyWmfavIbiWm0KWpB0,country,0.514,0.864,4,-3.246,0,0.0502,0.0256,0.0,0.103,0.471,94.927,181600
keith urban,raise 'em up,3YimpODfNhxj3rN81v4WvE,https://open.spotify.com/artist/0u2FHSq3ln94y5Q57xazwf,https://open.spotify.com/track/3YimpODfNhxj3rN81v4WvE,country,0.609,0.788,4,-7.855,1,0.0416,0.645,3.72e-05,0.174,0.54,108.053,184947
john conlee,rose colored glasses,1Ko3qmw2ItUEefsjDjpLWL,https://open.spotify.com/artist/4Wfq6fHhifS8MmQOcJ18TP,https://open.spotify.com/track/1Ko3qmw2ItUEefsjDjpLWL,country,0.396,0.379,8,-14.236,1,0.043,0.382,0.0,0.105,0.368,114.447,200493
eagles,new kid in town - 2013 remaster,6Zyz8lsnMFpIrCTuvGurCB,https://open.spotify.com/artist/0ECwFtbIWEVNwjlrfc6xoL,https://open.spotify.com/track/6Zyz8lsnMFpIrCTuvGurCB,country,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,304926
upchurch,son of the south,5PIt7FaU4iHzVmwYYFCnVp,https://open.spotify.com/artist/2pSObt5Fk8izuX8ZfI3jRn,https://open.spotify.com/track/5PIt7FaU4iHzVmwYYFCnVp,country,0.514,0.706,9,-6.719,1,0.0543,0.013,0.0,0.788,0.136,199.797,206387
mitchell tenpenny,drunk me - r3hab remix,3kwL8x4afaomYsX3d4cmPL,https://open.spotify.com/artist/1p6CdzJRoicjRcSdWoB9Qc,https://open.spotify.com/track/3kwL8x4afaomYsX3d4cmPL,country,0.659,0.905,2,-3.113,1,0.144,0.0957,0.0,0.229,0.382,100.009,153975
king calaway,world for two,7AmQ1Qpbp3Bb3CDLnMbWWq,https://open.spotify.com/artist/1IdbSuYtF7RSaFarmctwoE,https://open.spotify.com/track/7AmQ1Qpbp3Bb3CDLnMbWWq,country,0.677,0.446,10,-8.096,1,0.025,0.315,0.0,0.212,0.44,96.947,185640
aaron watson,whisper my name,3LnljuXqc30dUIypC1S9nU,https://open.spotify.com/artist/5BKzvAPtNXnt0LwzGvKOH3,https://open.spotify.com/track/3LnljuXqc30dUIypC1S9nU,country,0.667,0.81,9,-5.935,1,0.0293,0.00866,0.0,0.319,0.664,116.993,192829
frankie ballard,it all started with a beer - single version,3qtZwBkPpK2Q8fcYRHm4AX,https://open.spotify.com/artist/0dvKgSdNB2U1gfp6ZcekYi,https://open.spotify.com/track/3qtZwBkPpK2Q8fcYRHm4AX,country,0.541,0.505,2,-8.067,1,0.0254,0.405,0.0,0.131,0.367,74.004,237800
a thousand horses,smoke,0ZUnRmGiWEypcw14WjW109,https://open.spotify.com/artist/55RI2GNCfyXr0f14uIdhwd,https://open.spotify.com/track/0ZUnRmGiWEypcw14WjW109,country,0.433,0.776,7,-5.53,1,0.029,0.0349,0.00023,0.387,0.424,149.641,219080
jason aldean,just gettin' started,1WtdhlaiUoDTrVNSwaya0L,https://open.spotify.com/artist/3FfvYsEGaIb52QPXhg4DcH,https://open.spotify.com/track/1WtdhlaiUoDTrVNSwaya0L,country,0.507,0.805,9,-4.611,0,0.0867,0.396,1.16e-06,0.106,0.513,167.983,195480
grand funk railroad,we're an american band - remastered 2002,3XcjIvaZVUFAIdIYZqY9bd,https://open.spotify.com/artist/0qEcf3SFlpRcb3lK3f2GZI,https://open.spotify.com/track/3XcjIvaZVUFAIdIYZqY9bd,country,0.637,0.89,7,-4.872,1,0.0677,0.119,6.72e-05,0.103,0.923,127.689,207093
kolby cooper,leave me my heart,6oAp4G5TCSVu8S76x51h4N,https://open.spotify.com/artist/2dz0ijxEHh6AzUzQBwBSKx,https://open.spotify.com/track/6oAp4G5TCSVu8S76x51h4N,country,0.395,0.815,10,-4.047,1,0.0432,0.00374,0.0,0.255,0.458,174.023,197676
granger smith,that's why i love dirt roads (feat. lathan warlick),3CfvKdCvyYf3XKL6FzlJmd,https://open.spotify.com/artist/4sTFGCigAQIUiEy8wSSQNF,https://open.spotify.com/track/3CfvKdCvyYf3XKL6FzlJmd,country,0.679,0.707,5,-7.825,1,0.115,0.761,0.0,0.0991,0.617,120.072,157873
jason aldean,champagne town,77ZZ0aKE7Wh22k8gqo5olB,https://open.spotify.com/artist/3FfvYsEGaIb52QPXhg4DcH,https://open.spotify.com/track/77ZZ0aKE7Wh22k8gqo5olB,country,0.421,0.6,4,-4.073,1,0.0351,0.0429,0.0,0.115,0.542,148.105,191520
kenny chesney,young,3tHPjLBakLS48aumhFpJMt,https://open.spotify.com/artist/3grHWM9bx2E9vwJCdlRv9O,https://open.spotify.com/track/3tHPjLBakLS48aumhFpJMt,country,0.684,0.84,9,-5.753,1,0.0433,0.0278,0.0,0.329,0.682,125.801,235733
maddie & tae,fly,1ewLdzcpSQkU9wpFdqFauw,https://open.spotify.com/artist/34bhyY8jfKez7uKakMfy4y,https://open.spotify.com/track/1ewLdzcpSQkU9wpFdqFauw,country,0.512,0.68,5,-4.112,1,0.0278,0.606,0.0,0.175,0.26,156.038,217293
tyler childers,if whiskey could talk,2R1R6xnXMi1KzsleoBorpH,https://open.spotify.com/artist/13ZEDW6vyBF12HYcZRr4EV,https://open.spotify.com/track/2R1R6xnXMi1KzsleoBorpH,country,0.58,0.212,7,-13.108,1,0.0345,0.877,2.26e-05,0.105,0.533,136.318,231387
alan jackson,chattahoochee - extended mix,2LbOTztU3giUjjYmgtKgj3,https://open.spotify.com/artist/4mxWe1mtYIYfP040G38yvS,https://open.spotify.com/track/2LbOTztU3giUjjYmgtKgj3,country,0.579,0.801,0,-7.454,1,0.0449,0.121,7.58e-05,0.0821,0.972,174.755,237267
the judds,grandpa (tell me 'bout the good old days),1KNNTdw7SzJ90p6RXq4kGE,https://open.spotify.com/artist/7MSTO40bsb3DOJQT6xLsIc,https://open.spotify.com/track/1KNNTdw7SzJ90p6RXq4kGE,country,0.565,0.456,4,-8.124,1,0.031,0.426,8.08e-06,0.0612,0.588,201.644,254640
bread,guitar man,0gZXockVcE7rEhSf4mcGLO,https://open.spotify.com/artist/70ZTdbPEcEugBNay4MvxfL,https://open.spotify.com/track/0gZXockVcE7rEhSf4mcGLO,country,0.553,0.506,4,-13.271,0,0.046,0.144,3.78e-06,0.438,0.51,143.278,226213
upchurch,ones like me,21HRznH0cWD4HkwoT0BApr,https://open.spotify.com/artist/2pSObt5Fk8izuX8ZfI3jRn,https://open.spotify.com/track/21HRznH0cWD4HkwoT0BApr,country,0.716,0.729,5,-6.175,0,0.174,0.334,0.0,0.271,0.398,139.985,156528
raelynn,god made girls,24tygl4LPQcQgeBe7qzY3n,https://open.spotify.com/artist/5dMnvpYEfXvSexjwnSRH5n,https://open.spotify.com/track/24tygl4LPQcQgeBe7qzY3n,country,0.488,0.917,3,-2.939,1,0.0291,0.0897,3.25e-06,0.135,0.772,156.053,215013
cody johnson,guilty as can be,3RmoC2E0YqBDUepn8KDxhb,https://open.spotify.com/artist/6zLBxLdl60ekBLpawtT63I,https://open.spotify.com/track/3RmoC2E0YqBDUepn8KDxhb,country,0.655,0.79,2,-3.836,1,0.0265,0.193,0.0,0.139,0.677,92.014,242720
austin burke,whole lot in love,5H4YGepZNnPhnOHA9vZSEP,https://open.spotify.com/artist/5jfImMkUYyViFJrhdfYt1c,https://open.spotify.com/track/5H4YGepZNnPhnOHA9vZSEP,country,0.791,0.715,7,-5.809,1,0.0377,0.353,0.0,0.115,0.593,112.027,166787
riley green,in love by now,3ZbKXr94aIWo5Zzflzvi2S,https://open.spotify.com/artist/2QMsj4XJ7ne2hojxt6v5eb,https://open.spotify.com/track/3ZbKXr94aIWo5Zzflzvi2S,country,0.581,0.888,2,-4.74,1,0.0361,0.00244,0.0,0.207,0.733,134.065,206640
zac brown band,no hurry,5YrMcUZoNXlUCfwgnfocgL,https://open.spotify.com/artist/6yJCxee7QumYr820xdIsjo,https://open.spotify.com/track/5YrMcUZoNXlUCfwgnfocgL,country,0.565,0.531,3,-5.809,1,0.0287,0.375,0.0,0.312,0.407,146.027,226227
dylan wheeler,broke ass kid,22NJ4gaxcMI4j5Fg8dbnug,https://open.spotify.com/artist/0wt7kveV9BteRyhkkWGj87,https://open.spotify.com/track/22NJ4gaxcMI4j5Fg8dbnug,country,0.526,0.785,6,-4.165,1,0.0361,0.00829,0.0,0.0756,0.385,111.073,242325
jon langston,when it comes to loving you,28dfxTgOAmwM1DhplcIB7G,https://open.spotify.com/artist/4BANbHDs1IluagTx5eRW2P,https://open.spotify.com/track/28dfxTgOAmwM1DhplcIB7G,country,0.689,0.534,7,-6.261,1,0.0527,0.358,0.0,0.115,0.552,111.91,210080
waylon jennings,good hearted woman,4KmAGKJbeY2DUiLInlet53,https://open.spotify.com/artist/7wCjDgV6nqBsHguQXPAaIM,https://open.spotify.com/track/4KmAGKJbeY2DUiLInlet53,country,0.484,0.413,2,-14.422,1,0.0394,0.633,0.0442,0.375,0.766,106.72,181440
cody johnson,texas kind of way,5EDt7cxNUAVK0QlGjPo1dZ,https://open.spotify.com/artist/6zLBxLdl60ekBLpawtT63I,https://open.spotify.com/track/5EDt7cxNUAVK0QlGjPo1dZ,country,0.622,0.691,7,-6.509,1,0.0258,0.132,2e-06,0.373,0.497,115.991,249573
carrie underwood,love wins,4XWnHzCRfRjaHRsTNeh3WR,https://open.spotify.com/artist/4xFUf1FHVy696Q1JQZMTRj,https://open.spotify.com/track/4XWnHzCRfRjaHRsTNeh3WR,country,0.523,0.865,7,-4.697,1,0.0989,0.0112,0.0,0.153,0.325,135.115,228640
aaron watson,july in cheyenne (song for lane's momma),0ywqLd4abMYGOyz36Iw72Y,https://open.spotify.com/artist/5BKzvAPtNXnt0LwzGvKOH3,https://open.spotify.com/track/0ywqLd4abMYGOyz36Iw72Y,country,0.587,0.512,4,-7.523,1,0.0308,0.0439,1.84e-05,0.0452,0.334,141.852,262307
josh turner,time is love,2rg3yLJKN5Yl4JCHHkMgeC,https://open.spotify.com/artist/7vCtweS8UVAXTyau2j0rDT,https://open.spotify.com/track/2rg3yLJKN5Yl4JCHHkMgeC,country,0.663,0.814,2,-4.987,1,0.0466,0.0653,0.000252,0.0823,0.547,111.97,200373
mitchell tenpenny,someone you loved,2Gd3xovLjWKqPIfQNs3LP0,https://open.spotify.com/artist/1p6CdzJRoicjRcSdWoB9Qc,https://open.spotify.com/track/2Gd3xovLjWKqPIfQNs3LP0,country,0.664,0.602,1,-6.389,1,0.0286,0.0282,0.0,0.129,0.15,110.994,171321
kacey musgraves,mother,4FjkZp6GD6baaxqUYTqIJo,https://open.spotify.com/artist/70kkdajctXSbqSMJbQO424,https://open.spotify.com/track/4FjkZp6GD6baaxqUYTqIJo,country,0.557,0.147,9,-14.173,1,0.103,0.903,0.0,0.176,0.482,55.513,78187
sammy hagar,i can't drive 55,1MqGKtY9L5qjPi8s7gX645,https://open.spotify.com/artist/1hXjTjJzZTXDZ75AclOo6N,https://open.spotify.com/track/1MqGKtY9L5qjPi8s7gX645,country,0.537,0.645,9,-12.362,1,0.0308,0.00214,3.21e-05,0.0911,0.848,133.745,254467
upchurch,cowboy,53UXJ9NlgwfE8oOVFhinrS,https://open.spotify.com/artist/2pSObt5Fk8izuX8ZfI3jRn,https://open.spotify.com/track/53UXJ9NlgwfE8oOVFhinrS,country,0.813,0.483,0,-12.74,1,0.0367,0.118,0.00291,0.379,0.0396,120.046,230568
bob seger,hollywood nights,5VbePtZp1at8gH990zVyTI,https://open.spotify.com/artist/485uL27bPomh29R4JmQehQ,https://open.spotify.com/track/5VbePtZp1at8gH990zVyTI,country,0.529,0.968,9,-5.198,1,0.0503,0.00506,0.00034,0.201,0.751,150.326,302627
alan jackson,small town southern man,5ExWY6ojo1Qm3rC7iaEqx2,https://open.spotify.com/artist/4mxWe1mtYIYfP040G38yvS,https://open.spotify.com/track/5ExWY6ojo1Qm3rC7iaEqx2,country,0.683,0.438,3,-12.433,1,0.0264,0.12,8.49e-06,0.269,0.568,132.951,280267
tim mcgraw,meanwhile back at mama's,2rO28hRLDbsenVjeWvwqQz,https://open.spotify.com/artist/6roFdX1y5BYSbp60OTJWMd,https://open.spotify.com/track/2rO28hRLDbsenVjeWvwqQz,country,0.524,0.679,6,-8.68,1,0.0435,0.583,5.79e-05,0.163,0.676,172.977,228107
the wreckers,leave the pieces,1VnQfAPIHwFImjfO9gnyUt,https://open.spotify.com/artist/2jI32eTOcSx2bn1MGgRyei,https://open.spotify.com/track/1VnQfAPIHwFImjfO9gnyUt,country,0.514,0.679,6,-6.117,1,0.0273,0.0255,0.0,0.0594,0.496,164.109,210233
old dominion,midnight mess around - meow mix,6IyQua9QaHoFpKX64QKjyZ,https://open.spotify.com/artist/6y8XlgIV8BLlIg1tT1R10i,https://open.spotify.com/track/6IyQua9QaHoFpKX64QKjyZ,country,0.563,0.81,0,-5.451,0,0.0358,0.131,0.321,0.0762,0.878,199.947,235080
the lacs,just another thing (feat. crucifix),6aiap0DxIpyscSAIaPp9kk,https://open.spotify.com/artist/23OFz99wX0NDBBwrxthLWU,https://open.spotify.com/track/6aiap0DxIpyscSAIaPp9kk,country,0.773,0.684,0,-6.763,1,0.067,0.0784,0.0,0.0868,0.484,89.992,217173
whitey morgan and the 78's,i'm on fire,295PtgpB1Cx03atsL6vicT,https://open.spotify.com/artist/2bGK38Qvf603fcckzUYYui,https://open.spotify.com/track/295PtgpB1Cx03atsL6vicT,country,0.564,0.629,9,-7.277,1,0.0272,0.0942,0.387,0.192,0.346,93.969,196680
the lovin' spoonful,summer in the city - remastered,7AzFID6u1b3zIWbd9pb8Dk,https://open.spotify.com/artist/7CCn4PFRRRZF127jtCBAUe,https://open.spotify.com/track/7AzFID6u1b3zIWbd9pb8Dk,country,0.423,0.681,10,-9.756,1,0.0397,0.0592,0.000177,0.0889,0.559,110.461,160307
easton corbin,a little more country than that,7LrZ3SczM7zlUkVlhevPp2,https://open.spotify.com/artist/070kGpqtESdDsLb3gdMIyx,https://open.spotify.com/track/7LrZ3SczM7zlUkVlhevPp2,country,0.64,0.6,11,-8.534,1,0.0318,0.0795,1.5e-06,0.106,0.593,84.969,172227
corey smith,if i could do it again,33m6cNCpgX3oKb8xBH7iyk,https://open.spotify.com/artist/2Da6v0shOpKrOG07ZxonXo,https://open.spotify.com/track/33m6cNCpgX3oKb8xBH7iyk,country,0.707,0.892,11,-5.19,1,0.0405,0.183,0.0,0.216,0.828,107.999,212245
merle haggard,are the good times really over (i wish a buck was still silver),7tSZJ9iI3634Sqtd6Uvl49,https://open.spotify.com/artist/2ptmyXoL7poH6Zq62h1QT9,https://open.spotify.com/track/7tSZJ9iI3634Sqtd6Uvl49,country,0.616,0.217,0,-15.439,1,0.0335,0.808,0.000109,0.122,0.141,130.613,253293
cross canadian ragweed,sick and tired,5uzHmGAtObiWJXqzc0TffS,https://open.spotify.com/artist/5Vz7hlMWR4OFye64dYoGm0,https://open.spotify.com/track/5uzHmGAtObiWJXqzc0TffS,country,0.593,0.576,7,-5.52,1,0.0264,0.223,1.83e-06,0.0808,0.275,138.084,273392
willie jones,down for it,6Wt3sYuUnYwvTcYQqx7NUR,https://open.spotify.com/artist/5OCZWZ399lBKgxBxE8cjRM,https://open.spotify.com/track/6Wt3sYuUnYwvTcYQqx7NUR,country,0.614,0.869,9,-3.234,1,0.0379,0.201,0.0,0.0903,0.506,82.021,194838
jason aldean,dirt we were raised on,4mHJhT7DRwaiknbV09D8KU,https://open.spotify.com/artist/3FfvYsEGaIb52QPXhg4DcH,https://open.spotify.com/track/4mHJhT7DRwaiknbV09D8KU,country,0.258,0.816,11,-5.739,0,0.0599,0.00355,9.08e-05,0.0764,0.531,205.057,216147
casey donahew,what cowboys do,7Hle5ryHW10GCpkE8pxlpx,https://open.spotify.com/artist/4bbloxL2d1IeYwuT2eIgib,https://open.spotify.com/track/7Hle5ryHW10GCpkE8pxlpx,country,0.496,0.786,5,-3.971,1,0.0364,0.113,0.0,0.317,0.403,78.008,230280
chase bryant,little bit of you,4AumKAnMygP1baZGTZrRdp,https://open.spotify.com/artist/7io3MyhMxDZoBYXp4rlRFA,https://open.spotify.com/track/4AumKAnMygP1baZGTZrRdp,country,0.612,0.865,1,-4.277,1,0.0424,0.0639,0.0,0.0801,0.643,121.972,186240
scotty mccreery,feelin’ it,0ABHhxQTaluB94ohp2RLSr,https://open.spotify.com/artist/6ZV6lGY0prbqpTD0Md8i29,https://open.spotify.com/track/0ABHhxQTaluB94ohp2RLSr,country,0.586,0.759,7,-5.338,1,0.0457,0.1,0.0,0.084,0.687,184.031,198227
jameson rodgers,midnight daydream,03PTvKwCBFNGxIqvzVWHwg,https://open.spotify.com/artist/5pyVHz7lcfqKoV9BflFYwN,https://open.spotify.com/track/03PTvKwCBFNGxIqvzVWHwg,country,0.617,0.857,4,-5.756,1,0.0422,0.512,5.52e-06,0.136,0.565,120.019,189015
filmore,love that about you,2OE6UYA8bk6gX817olf79c,https://open.spotify.com/artist/0FvJm0y2eHw0aPkLLU3sIG,https://open.spotify.com/track/2OE6UYA8bk6gX817olf79c,country,0.552,0.573,9,-6.585,1,0.0949,0.0463,0.0,0.105,0.525,182.137,157422
kenny chesney,we do,0vleRfOdZmbhzdzWVph38W,https://open.spotify.com/artist/3grHWM9bx2E9vwJCdlRv9O,https://open.spotify.com/track/0vleRfOdZmbhzdzWVph38W,country,0.581,0.928,1,-3.771,1,0.0663,0.00783,2.09e-05,0.0985,0.673,122.013,205747
tyler childers,play me a hank song,6c9dTiyjDWWmrF1aStbdde,https://open.spotify.com/artist/13ZEDW6vyBF12HYcZRr4EV,https://open.spotify.com/track/6c9dTiyjDWWmrF1aStbdde,country,0.373,0.263,3,-13.923,1,0.0314,0.857,0.000411,0.101,0.412,135.113,313467
johnny cash,"cocaine blues - live at folsom state prison, folsom, ca (1st show) - january 1968",6i8SZ4NIrYeyrbBOoRSC9z,https://open.spotify.com/artist/6kACVPfCOnqzgfEF5ryl0x,https://open.spotify.com/track/6i8SZ4NIrYeyrbBOoRSC9z,country,0.661,0.571,8,-12.317,1,0.103,0.27,0.0,0.98,0.826,122.396,169293
alan jackson,where i come from,6ej1QJ8eIYmhsyTlvgDajy,https://open.spotify.com/artist/4mxWe1mtYIYfP040G38yvS,https://open.spotify.com/track/6ej1QJ8eIYmhsyTlvgDajy,country,0.726,0.631,11,-8.136,0,0.0334,0.22,0.0,0.193,0.746,124.711,239240
joe walsh,a life of illusion,19P4fwkPhE6yVAXApFWDoF,https://open.spotify.com/artist/5bDxAyJiTYBat1YnFJhvEK,https://open.spotify.com/track/19P4fwkPhE6yVAXApFWDoF,country,0.692,0.613,2,-10.735,1,0.0282,0.0407,0.0652,0.094,0.93,120.901,210533
carrie underwood,cry pretty,7B9UAoGiN4iMCv4s40xoiM,https://open.spotify.com/artist/4xFUf1FHVy696Q1JQZMTRj,https://open.spotify.com/track/7B9UAoGiN4iMCv4s40xoiM,country,0.374,0.742,6,-3.36,1,0.0432,0.00517,0.0,0.11,0.21,139.953,247320
josh turner,i can tell by the way you dance,0UbKNj0ECBJa0aEEBRMBXI,https://open.spotify.com/artist/7vCtweS8UVAXTyau2j0rDT,https://open.spotify.com/track/0UbKNj0ECBJa0aEEBRMBXI,country,0.55,0.837,3,-5.607,1,0.0371,0.015,0.000681,0.197,0.743,109.991,204608
josh gracin,good for you,4XAGc7m1YDdM5tp8EN3y7S,https://open.spotify.com/artist/1456WwI15Lm9CktCzkLZvm,https://open.spotify.com/track/4XAGc7m1YDdM5tp8EN3y7S,country,0.638,0.33,1,-8.144,1,0.0328,0.309,0.0,0.111,0.223,143.795,242400
george strait,the fireman,5CwZU4BVFX0dyqG1gKfHHr,https://open.spotify.com/artist/5vngPClqofybhPERIqQMYd,https://open.spotify.com/track/5CwZU4BVFX0dyqG1gKfHHr,country,0.664,0.601,2,-13.379,1,0.0616,0.137,3.09e-05,0.0567,0.934,168.979,154360
the hollies,the air that i breathe - 2008 remaster,6yLIqXX9edg1x0HZS7cZEv,https://open.spotify.com/artist/6waa8mKu91GjzD4NlONlNJ,https://open.spotify.com/track/6yLIqXX9edg1x0HZS7cZEv,country,0.279,0.473,4,-8.375,0,0.0309,0.242,0.00164,0.158,0.246,167.792,257107
the lacs,let your country hang out,0jcjmyANpiN3cFHXLw8deR,https://open.spotify.com/artist/23OFz99wX0NDBBwrxthLWU,https://open.spotify.com/track/0jcjmyANpiN3cFHXLw8deR,country,0.669,0.726,8,-5.769,1,0.0739,0.113,0.0,0.0818,0.59,86.689,209893
drake white,makin’ me look good again,1VMQYQQlYHhbudATkSJiP1,https://open.spotify.com/artist/29ijED2bnnprp2TciAK1aO,https://open.spotify.com/track/1VMQYQQlYHhbudATkSJiP1,country,0.574,0.586,10,-6.141,1,0.0337,0.354,0.0,0.106,0.26,127.795,238933
eric church,these boots,7of3zsYem3YDWQLSkhDZTn,https://open.spotify.com/artist/2IvkS5MXK0vPGnwyJsrEyV,https://open.spotify.com/track/7of3zsYem3YDWQLSkhDZTn,country,0.607,0.63,10,-10.464,1,0.0368,0.241,0.0118,0.301,0.734,86.007,228093
tech n9ne collabos,dysfunctional,1AJx5jJQy9pKKxcnHm85RY,https://open.spotify.com/artist/4UOlRVifrFdQHW9qu5ep8t,https://open.spotify.com/track/1AJx5jJQy9pKKxcnHm85RY,country,0.782,0.835,10,-4.278,0,0.283,0.281,0.0,0.459,0.527,80.014,240173
mackenzie porter,seeing other people,33PK3OdG3Z53gFYN7kiI3b,https://open.spotify.com/artist/6nXco5Q3cJJ0ZutnBOsSpq,https://open.spotify.com/track/33PK3OdG3Z53gFYN7kiI3b,country,0.593,0.753,1,-4.491,1,0.0309,0.414,2.3e-06,0.138,0.506,96.003,182200
aaron watson,freight train,7eoYXgC7gir4LYY1KXGK97,https://open.spotify.com/artist/5BKzvAPtNXnt0LwzGvKOH3,https://open.spotify.com/track/7eoYXgC7gir4LYY1KXGK97,country,0.67,0.803,4,-5.628,1,0.0324,0.0416,0.0,0.269,0.815,144.95,175400
brothers osborne,shoot me straight,5T3i5WkfjgJQpl8IANqjXZ,https://open.spotify.com/artist/39NR3AUhpbbqKM33vWn2fp,https://open.spotify.com/track/5T3i5WkfjgJQpl8IANqjXZ,country,0.417,0.685,2,-6.805,1,0.0584,0.00389,0.00855,0.103,0.224,98.718,384013
