artist_name,track_name,track_id,artist_href,track_href,genre_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
tedeschi trucks band,midnight in harlem,1ncSAZD0bzvU3cu0uPLbWd,https://open.spotify.com/artist/2gFsmDBM0hkoZPmrO5EdyO,https://open.spotify.com/track/1ncSAZD0bzvU3cu0uPLbWd,folk,0.447,0.557,9,-9.92,1,0.035,0.35,0.0145,0.11,0.43,152.058,352667
ryan montbleau,fast car (feat. tall heights),79ms40oOzof3LMyrrXDXtJ,https://open.spotify.com/artist/5Q2ZtOZ0vOdtcjGDOq6ZQc,https://open.spotify.com/track/79ms40oOzof3LMyrrXDXtJ,folk,0.577,0.17,9,-12.979,1,0.0462,0.865,0.0,0.133,0.36,174.192,272967
juke ross,fresh roses,05RmevbSKDvHHKpYBoXYfR,https://open.spotify.com/artist/3mDo5Nv0SWpslJe9HzA2xY,https://open.spotify.com/track/05RmevbSKDvHHKpYBoXYfR,folk,0.763,0.296,1,-10.611,0,0.0457,0.65,0.0,0.135,0.206,90.959,201093
waxahatchee,lilacs,5MDUdi9T4Ee4Kv33SbewC3,https://open.spotify.com/artist/5IWCU0V9evBlW4gIeGY4zF,https://open.spotify.com/track/5MDUdi9T4Ee4Kv33SbewC3,folk,0.74,0.696,7,-9.446,1,0.0302,0.527,3.74e-05,0.0752,0.428,102.971,195600
sheryl crow,everyday is a winding road,0t6DAi9KEiaWOtgTTXGhD2,https://open.spotify.com/artist/4TKTii6gnOnUXQHyuo9JaD,https://open.spotify.com/track/0t6DAi9KEiaWOtgTTXGhD2,folk,0.629,0.673,6,-8.285,1,0.0406,0.0419,3.64e-05,0.1,0.717,112.955,256000
albert hammond,it never rains in southern california,6tunhVGD8C05MZNjSVIsjw,https://open.spotify.com/artist/34E3csCxpXunPGEkOVVX2g,https://open.spotify.com/track/6tunhVGD8C05MZNjSVIsjw,folk,0.626,0.565,9,-10.027,1,0.0271,0.124,0.0,0.0811,0.924,116.61,233507
amos lee,windows are rolled down,1umKFpJdXDtquGCz4oBVDJ,https://open.spotify.com/artist/0QrowybipCKUDnq5y10PD2,https://open.spotify.com/track/1umKFpJdXDtquGCz4oBVDJ,folk,0.435,0.605,8,-6.649,1,0.0275,0.0682,0.00695,0.0653,0.541,62.962,237227
us the duo,better together,6huS9u0BDfeQHq0lObNLPl,https://open.spotify.com/artist/3QGKsAfhZdldQCLuLjk6zl,https://open.spotify.com/track/6huS9u0BDfeQHq0lObNLPl,folk,0.761,0.311,5,-10.597,1,0.0692,0.647,0.0,0.15,0.553,109.891,200707
james taylor,copperline,0i1XtQ6hOET96dz5oG45zl,https://open.spotify.com/artist/0vn7UBvSQECKJm2817Yf1P,https://open.spotify.com/track/0i1XtQ6hOET96dz5oG45zl,folk,0.556,0.388,4,-12.742,1,0.0291,0.303,1.02e-06,0.0468,0.284,148.783,261267
tom walker,better half of me,114xcQz8sZ6fxRBTZmgmNE,https://open.spotify.com/artist/7z2avKuuiMAT4XZJFv8Rvh,https://open.spotify.com/track/114xcQz8sZ6fxRBTZmgmNE,folk,0.576,0.453,3,-4.4,1,0.0294,0.814,0.0,0.267,0.418,107.89,195452
sheryl crow,strong enough,25IRjWUZ60n7KXxcB4DiX9,https://open.spotify.com/artist/4TKTii6gnOnUXQHyuo9JaD,https://open.spotify.com/track/25IRjWUZ60n7KXxcB4DiX9,folk,0.58,0.265,2,-15.267,1,0.0317,0.796,0.00019,0.11,0.583,154.595,189827
bruce hornsby,mandolin rain,3T8Ye4NB0MQhcEcxzMdAuH,https://open.spotify.com/artist/2iM28IgKg89v1o7BTQAVPo,https://open.spotify.com/track/3T8Ye4NB0MQhcEcxzMdAuH,folk,0.563,0.42,7,-12.566,1,0.0311,0.818,2.24e-05,0.122,0.46,139.373,318947
the magnetic fields,the book of love,6UGpcXcENaUqQKPc6oqOe4,https://open.spotify.com/artist/6RWjTQqILL7a1tQ0VapyLK,https://open.spotify.com/track/6UGpcXcENaUqQKPc6oqOe4,folk,0.484,0.262,7,-13.286,1,0.0263,0.978,5.99e-05,0.117,0.332,98.516,162413
canyon city,alone with you,68A8M94uf0m5bM5sxf3Tn8,https://open.spotify.com/artist/6TdfKQvrdHZdr4DIzjuWOr,https://open.spotify.com/track/68A8M94uf0m5bM5sxf3Tn8,folk,0.553,0.274,1,-12.564,1,0.0379,0.798,7.13e-06,0.103,0.208,86.672,186584
the kinks,waterloo sunset - mono mix,5nrmGFJ87crVoJF5xdRqwn,https://open.spotify.com/artist/1SQRv42e4PjEYfPhS0Tk9E,https://open.spotify.com/track/5nrmGFJ87crVoJF5xdRqwn,folk,0.512,0.69,1,-6.969,0,0.0249,0.162,0.0,0.167,0.417,107.839,194216
the revivalists,keep going,6QvAqvSvkfHLzeIilXQ9H7,https://open.spotify.com/artist/5kuJibJcwOC53s3OkoGMRA,https://open.spotify.com/track/6QvAqvSvkfHLzeIilXQ9H7,folk,0.621,0.819,5,-5.42,1,0.0436,0.0334,4.45e-05,0.106,0.599,96.055,254853
my morning jacket,golden,3kQDykkw9HVowlm3HxTcuR,https://open.spotify.com/artist/43O3c6wewpzPKwVaGEEtBM,https://open.spotify.com/track/3kQDykkw9HVowlm3HxTcuR,folk,0.566,0.479,5,-11.128,1,0.0254,0.229,0.00388,0.357,0.28,109.748,279240
dermot kennedy,glory,5rMea4Gu5db0qb1c6TfGIh,https://open.spotify.com/artist/5KNNVgR6LBIABRIomyCwKJ,https://open.spotify.com/track/5rMea4Gu5db0qb1c6TfGIh,folk,0.551,0.604,2,-7.448,1,0.0434,0.0327,0.0,0.0836,0.18,76.514,222173
dr. john,right place wrong time,0I2ELF6uHlL4ABu9aFiou7,https://open.spotify.com/artist/320TrJub4arztwXRm7kqVO,https://open.spotify.com/track/0I2ELF6uHlL4ABu9aFiou7,folk,0.789,0.494,1,-13.702,1,0.0456,0.0923,0.000408,0.144,0.826,104.593,175240
foy vance,she burns,3rUw4cRDeYVZhjkUXBnFUQ,https://open.spotify.com/artist/4bUqnkrDrb4f7rqmDR9yDu,https://open.spotify.com/track/3rUw4cRDeYVZhjkUXBnFUQ,folk,0.73,0.403,4,-10.146,1,0.0483,0.718,0.00242,0.0985,0.502,124.901,229227
caamp,iffy,26jTwp6phFiELR3454BUTk,https://open.spotify.com/artist/0wyMPXGfOuQzNR54ujR9Ix,https://open.spotify.com/track/26jTwp6phFiELR3454BUTk,folk,0.425,0.294,10,-10.754,1,0.0498,0.793,8.43e-06,0.367,0.312,186.027,236348
rainbow kitten surprise,hide,0hJS3EHWC4uL9sJ52ErpoN,https://open.spotify.com/artist/4hz8tIajF2INpgM0qzPJz2,https://open.spotify.com/track/0hJS3EHWC4uL9sJ52ErpoN,folk,0.799,0.497,4,-6.57,1,0.141,0.0745,1.28e-05,0.174,0.488,115.157,192013
the shins,phantom limb,2aQx1i3XjtB3TSN4J770Iv,https://open.spotify.com/artist/4LG4Bs1Gadht7TCrMytQUO,https://open.spotify.com/track/2aQx1i3XjtB3TSN4J770Iv,folk,0.515,0.871,9,-4.113,1,0.0367,0.000585,0.0,0.0877,0.498,119.869,287533
america,tin man,4uTTd2SlalZoG0zVgI63kH,https://open.spotify.com/artist/35U9lQaRWSQISxQAB94Meo,https://open.spotify.com/track/4uTTd2SlalZoG0zVgI63kH,folk,0.646,0.531,7,-10.785,1,0.0671,0.528,0.0133,0.0836,0.655,172.02,209867
"10,000 maniacs",these are days,786h4kDeZiX5nYvOwA3wtE,https://open.spotify.com/artist/0MBIKH9DjtBkv8O3nS6szj,https://open.spotify.com/track/786h4kDeZiX5nYvOwA3wtE,folk,0.611,0.833,3,-7.554,1,0.0351,0.0218,0.000204,0.0923,0.793,108.498,219893
joseph,side effects,7l1JgKKbTh8n0o1ya4j67k,https://open.spotify.com/artist/5Wfvw7rDz7HA6gE2z6QhqO,https://open.spotify.com/track/7l1JgKKbTh8n0o1ya4j67k,folk,0.687,0.323,2,-10.065,1,0.0299,0.757,0.00333,0.109,0.32,140.955,223453
the byrds,you ain't goin' nowhere,6kPxXhjSvy8RsmZBAJUiFs,https://open.spotify.com/artist/1PCZpxHJz7WAMF8EEq8bfc,https://open.spotify.com/track/6kPxXhjSvy8RsmZBAJUiFs,folk,0.512,0.426,7,-14.081,1,0.0449,0.109,0.00225,0.764,0.7,132.495,153467
sturgill simpson,life of sin,7oop0Rsh4jhdOtglVL3Dmf,https://open.spotify.com/artist/3vDpQbGnzRbRVirXlfQagB,https://open.spotify.com/track/7oop0Rsh4jhdOtglVL3Dmf,folk,0.499,0.699,4,-7.514,1,0.0702,0.175,6.12e-06,0.148,0.814,169.244,146107
wilderado,morning light,6XOtuSLtsnZKhvcW9DBaUL,https://open.spotify.com/artist/1Tp7C6LzxZe9Mix6rn4zbI,https://open.spotify.com/track/6XOtuSLtsnZKhvcW9DBaUL,folk,0.457,0.582,9,-4.971,1,0.0285,0.00592,2.39e-05,0.0847,0.335,76.049,220253
ariel pink,another weekend,2gPFK3pmM7zzws174NrjkG,https://open.spotify.com/artist/5H0YoDsPDi9fObFmJtTjfN,https://open.spotify.com/track/2gPFK3pmM7zzws174NrjkG,folk,0.383,0.513,6,-5.377,0,0.0278,0.125,0.000123,0.241,0.388,108.536,254520
band of horses,no one's gonna love you,0b1Vajse5stBtGv8WOtvm1,https://open.spotify.com/artist/0OdUWJ0sBjDrqHygGUXeCF,https://open.spotify.com/track/0b1Vajse5stBtGv8WOtvm1,folk,0.313,0.894,1,-3.579,1,0.0294,0.121,0.0,0.0925,0.362,149.043,217333
local natives,megaton mile,6BwR8E925bOoGHFPS5tEOE,https://open.spotify.com/artist/75dQReiBOHN37fQgWQrIAJ,https://open.spotify.com/track/6BwR8E925bOoGHFPS5tEOE,folk,0.542,0.811,0,-5.07,0,0.0759,0.0476,0.000168,0.813,0.58,120.477,266533
george ezra,blame it on me,2prdNAY0rlnRSEer2WDBMs,https://open.spotify.com/artist/2ysnwxxNtSgbb9t1m2Ur4j,https://open.spotify.com/track/2prdNAY0rlnRSEer2WDBMs,folk,0.539,0.756,3,-3.374,1,0.0274,0.47,0.0,0.341,0.422,103.872,196400
traveling wilburys,handle with care,1vQxicuNSODoBECPMFjHMG,https://open.spotify.com/artist/2hO4YtXUFJiUYS2uYFvHNK,https://open.spotify.com/track/1vQxicuNSODoBECPMFjHMG,folk,0.676,0.771,7,-5.981,1,0.0283,0.109,0.0,0.247,0.708,115.073,199587
anavitória,fica,0Jzejgz5qbE4ES9Vechxdm,https://open.spotify.com/artist/1sPg5EHuQXTMElpZ4iUgXe,https://open.spotify.com/track/0Jzejgz5qbE4ES9Vechxdm,folk,0.629,0.507,10,-6.443,1,0.0288,0.468,0.0,0.0937,0.55,94.023,184267
anavitória,pupila,5b55PLK011at6PYT7poMIa,https://open.spotify.com/artist/1sPg5EHuQXTMElpZ4iUgXe,https://open.spotify.com/track/5b55PLK011at6PYT7poMIa,folk,0.716,0.426,10,-9.576,1,0.128,0.401,0.0,0.11,0.436,88.797,202288
anavitória,trevo (tu),5zOUzXv8tZqRvXeqEFYLJR,https://open.spotify.com/artist/1sPg5EHuQXTMElpZ4iUgXe,https://open.spotify.com/track/5zOUzXv8tZqRvXeqEFYLJR,folk,0.675,0.374,10,-8.201,1,0.0266,0.876,0.000132,0.165,0.2,99.809,205468
the 5th dimension,aquarius/let the sunshine in (the flesh failures) [remastered],0HZlND4giwzgolBpaNIRGV,https://open.spotify.com/artist/1UUYAQ9LiRsZF0ZukQNWXM,https://open.spotify.com/track/0HZlND4giwzgolBpaNIRGV,folk,0.293,0.74,7,-6.098,1,0.0399,0.446,0.00151,0.0998,0.516,118.23,289293
grateful dead,uncle john's band - 2013 remaster,0kp728Knw5PYvU3QzMZ0yJ,https://open.spotify.com/artist/4TMHGUX5WI7OOm53PqSDAT,https://open.spotify.com/track/0kp728Knw5PYvU3QzMZ0yJ,folk,0.701,0.316,7,-14.723,1,0.0843,0.496,0.0,0.121,0.889,136.73,284910
john prine,i remember everything,5jYq5kj7kt6Iokzv7XeZhZ,https://open.spotify.com/artist/0nJUwPwC9Ti4vvuJ0q3MfT,https://open.spotify.com/track/5jYq5kj7kt6Iokzv7XeZhZ,folk,0.557,0.189,10,-10.394,1,0.0464,0.808,3.25e-06,0.246,0.408,124.079,163413
the lumineers,big parade,15Q6UkZSwelcujItCEaidK,https://open.spotify.com/artist/16oZKvXb6WkQlVAjwo2Wbg,https://open.spotify.com/track/15Q6UkZSwelcujItCEaidK,folk,0.814,0.634,4,-13.051,1,0.0498,0.417,0.00364,0.14,0.645,121.98,327733
mark diamond,you're my girl (lost recording #6),3KH5aME71gFcHvReW54ew4,https://open.spotify.com/artist/7Il2FrLyoQt0JlyhJRDL1c,https://open.spotify.com/track/3KH5aME71gFcHvReW54ew4,folk,0.45,0.189,8,-11.423,1,0.0519,0.928,0.000843,0.104,0.227,66.945,195758
anavitória,cor de marte,1KLG5BKt4MvnRAVmUR58kf,https://open.spotify.com/artist/1sPg5EHuQXTMElpZ4iUgXe,https://open.spotify.com/track/1KLG5BKt4MvnRAVmUR58kf,folk,0.667,0.275,10,-8.987,1,0.0366,0.746,5.69e-05,0.114,0.125,123.451,191290
brandi carlile,the mother,6jeIbpsYPF0CTId7QrLLer,https://open.spotify.com/artist/2sG4zTOLvjKG1PSoOyf5Ej,https://open.spotify.com/track/6jeIbpsYPF0CTId7QrLLer,folk,0.563,0.463,8,-7.366,1,0.0551,0.804,2.27e-06,0.092,0.394,98.039,196973
anavitória,singular,68zVcEJnT0LtEJ27vpAOgC,https://open.spotify.com/artist/1sPg5EHuQXTMElpZ4iUgXe,https://open.spotify.com/track/68zVcEJnT0LtEJ27vpAOgC,folk,0.765,0.307,11,-10.472,1,0.0328,0.727,2.15e-06,0.109,0.257,119.836,206109
gilbert o'sullivan,alone again (naturally),6vuEG9sZtC4W2zT64f7zLF,https://open.spotify.com/artist/4HVmeVTQBgvTuvjB1JYwaf,https://open.spotify.com/track/6vuEG9sZtC4W2zT64f7zLF,folk,0.558,0.464,8,-8.488,0,0.0354,0.583,0.000133,0.159,0.559,171.762,217729
blind pilot,3 rounds and a sound,6AYFKOPbmd12rUP5DalRwB,https://open.spotify.com/artist/6qiGjRyN7TJ1GA2nXF68Hi,https://open.spotify.com/track/6AYFKOPbmd12rUP5DalRwB,folk,0.381,0.288,1,-12.323,1,0.0337,0.843,0.00226,0.12,0.198,59.343,266960
local natives,wide eyes,44DnIGEvTlhDkGv3xLSDcp,https://open.spotify.com/artist/75dQReiBOHN37fQgWQrIAJ,https://open.spotify.com/track/44DnIGEvTlhDkGv3xLSDcp,folk,0.528,0.86,11,-8.033,0,0.0397,0.00131,0.25,0.251,0.49,123.12,266053
elliott smith,angeles,2uwN3PDudlRkAKE3wA0OqJ,https://open.spotify.com/artist/2ApaG60P4r0yhBoDCGD8YG,https://open.spotify.com/track/2uwN3PDudlRkAKE3wA0OqJ,folk,0.53,0.0993,4,-23.548,0,0.0549,0.86,0.2,0.153,0.588,118.139,176827
the head and the heart,see you through my eyes,2XBAkFYQyVNnwhGQVNxQKZ,https://open.spotify.com/artist/0n94vC3S9c3mb2HyNAOcjg,https://open.spotify.com/track/2XBAkFYQyVNnwhGQVNxQKZ,folk,0.585,0.619,0,-7.04,1,0.0289,0.0951,0.0,0.079,0.324,86.168,234365
lake street dive,musta been something,0Vr6vFlxGoAMs6RPA5vJZY,https://open.spotify.com/artist/3nuc29fYGlQbIrwh4yrNWd,https://open.spotify.com/track/0Vr6vFlxGoAMs6RPA5vJZY,folk,0.661,0.16,2,-10.6,1,0.0315,0.644,0.00368,0.114,0.235,111.646,346400
ryan adams,come pick me up,0lngUitwRDbvZ5yVO76dVN,https://open.spotify.com/artist/2qc41rNTtdLK0tV3mJn2Pm,https://open.spotify.com/track/0lngUitwRDbvZ5yVO76dVN,folk,0.581,0.271,10,-10.963,1,0.0352,0.0703,0.0048,0.187,0.269,123.625,318102
the lumineers,leader of the landslide,4BzYMqZUzXpLz6TULBkAFI,https://open.spotify.com/artist/16oZKvXb6WkQlVAjwo2Wbg,https://open.spotify.com/track/4BzYMqZUzXpLz6TULBkAFI,folk,0.46,0.437,1,-8.822,1,0.0416,0.804,1.65e-05,0.283,0.119,127.318,354840
local natives,dark days [feat. sylvan esso],6ZMYbLF33jIECoG2MClauD,https://open.spotify.com/artist/75dQReiBOHN37fQgWQrIAJ,https://open.spotify.com/track/6ZMYbLF33jIECoG2MClauD,folk,0.644,0.578,9,-7.78,1,0.0256,0.181,0.119,0.0966,0.629,114.944,181213
loudon wainwright iii,the swimming song,6scUEism6pBnY0IXYr8fw3,https://open.spotify.com/artist/3loACRmkzdtOMNJEaB6j8L,https://open.spotify.com/track/6scUEism6pBnY0IXYr8fw3,folk,0.604,0.585,9,-11.288,1,0.0329,0.408,0.0886,0.109,0.67,92.521,147467
hollow coves,the woods - acoustic,6uaIMhUZXMuT2Zz0vxrFiR,https://open.spotify.com/artist/7IAFAOtc9kTYNTizhLSWM6,https://open.spotify.com/track/6uaIMhUZXMuT2Zz0vxrFiR,folk,0.568,0.558,9,-8.553,1,0.0278,0.724,0.000331,0.116,0.287,104.991,239960
andrew bird,sisyphus,403vzOZN0tETDpvFipkNIL,https://open.spotify.com/artist/4uSftVc3FPWe6RJuMZNEe9,https://open.spotify.com/track/403vzOZN0tETDpvFipkNIL,folk,0.631,0.792,0,-4.364,0,0.0427,0.23,0.000317,0.0756,0.462,82.901,247493
grateful dead,box of rain - 2013 remaster,7x2xjJV3YAPeLQJ7u3Kjet,https://open.spotify.com/artist/4TMHGUX5WI7OOm53PqSDAT,https://open.spotify.com/track/7x2xjJV3YAPeLQJ7u3Kjet,folk,0.52,0.49,2,-12.828,1,0.0286,0.413,0.0,0.121,0.76,117.755,318929
ezra vine,celeste,23cj0rlc0UtTBaCg60VCkm,https://open.spotify.com/artist/2gJqa0PdfSuLpoQlWAIAzn,https://open.spotify.com/track/23cj0rlc0UtTBaCg60VCkm,folk,0.604,0.841,1,-5.145,1,0.0423,0.0299,0.00382,0.136,0.578,138.976,203310
john lennon,woman,0GGxVTb0UwDwdaKNjBdCn3,https://open.spotify.com/artist/4x1nvY2FN8jxqAFA0DA02H,https://open.spotify.com/track/0GGxVTb0UwDwdaKNjBdCn3,folk,0.588,0.656,3,-6.373,1,0.0224,0.378,0.00227,0.042,0.746,79.701,212933
manfred mann,do wah diddy diddy,7gEpTMp9MQc1uJwivtL37R,https://open.spotify.com/artist/5670CyWrIOA7702gNjsGMZ,https://open.spotify.com/track/7gEpTMp9MQc1uJwivtL37R,folk,0.661,0.557,4,-8.244,1,0.049,0.262,0.0,0.0557,0.957,125.445,143400
real estate,beach comber,3tPh7vkXySn2lUEH1NEPyO,https://open.spotify.com/artist/41SQP16hv1TioVYqdckmxT,https://open.spotify.com/track/3tPh7vkXySn2lUEH1NEPyO,folk,0.392,0.835,0,-6.553,1,0.0596,0.0832,0.00982,0.0769,0.12,144.641,268467
scott mckenzie,san francisco (be sure to wear some flowers in your hair),77qBwefBIdzymXNCuAI8YX,https://open.spotify.com/artist/7d7AZ3CQC457bFhK0wHpSO,https://open.spotify.com/track/77qBwefBIdzymXNCuAI8YX,folk,0.495,0.67,7,-5.918,1,0.0284,0.047,2.52e-05,0.219,0.478,112.443,178933
sturgill simpson,remember to breathe,254suDtwoe5QLcMjzCWMjV,https://open.spotify.com/artist/3vDpQbGnzRbRVirXlfQagB,https://open.spotify.com/track/254suDtwoe5QLcMjzCWMjV,folk,0.351,0.808,1,-5.029,0,0.0453,0.00312,0.15,0.239,0.312,91.597,176332
elvis costello,alison,1v98rfd0an913AzHvMNG8a,https://open.spotify.com/artist/2BGRfQgtzikz1pzAD0kaEn,https://open.spotify.com/track/1v98rfd0an913AzHvMNG8a,folk,0.557,0.32,1,-10.792,0,0.0438,0.739,3.99e-05,0.112,0.377,176.647,204533
old sea brigade,love brought weight,1H56ffyFrFcvMEWUg3WFbM,https://open.spotify.com/artist/6vUNwmljZAcn7tNtUoxG45,https://open.spotify.com/track/1H56ffyFrFcvMEWUg3WFbM,folk,0.367,0.326,7,-15.605,1,0.0344,0.699,0.358,0.0759,0.064,116.659,185747
yo la tengo,you can have it all,4GrfClvQgCVLsCfqw7YthQ,https://open.spotify.com/artist/5hAhrnb0Ch4ODwWu4tsbpi,https://open.spotify.com/track/4GrfClvQgCVLsCfqw7YthQ,folk,0.515,0.833,4,-9.409,1,0.0362,0.637,0.944,0.302,0.965,178.471,276640
carly simon,nobody does it better,49RUdNvwSiUTC8fBh4KKoC,https://open.spotify.com/artist/4FtSnMlCVxCswABUmdhwpm,https://open.spotify.com/track/49RUdNvwSiUTC8fBh4KKoC,folk,0.368,0.403,10,-12.699,1,0.0288,0.703,7.66e-06,0.202,0.338,135.384,212667
johnnyswim,just your memory,3R5rnGVSqVAXfnwo6yogI1,https://open.spotify.com/artist/4igDSX1kgfWbVTDCywcBGm,https://open.spotify.com/track/3R5rnGVSqVAXfnwo6yogI1,folk,0.381,0.157,0,-12.068,1,0.0361,0.881,1.9e-05,0.0874,0.143,81.115,184707
futurebirds,rodeo,2FMuoG8zdNhyfkCI2ZMgFe,https://open.spotify.com/artist/4Ait1vX2ZaWPrkua8Z664O,https://open.spotify.com/track/2FMuoG8zdNhyfkCI2ZMgFe,folk,0.57,0.803,11,-6.29,1,0.028,0.0104,0.000351,0.0945,0.608,110.767,233173
pablo cruise,love will find a way,2LqzuRukwnpeWYLXBtiwmq,https://open.spotify.com/artist/3Y5abCLsMxsOLaZ8rYusSR,https://open.spotify.com/track/2LqzuRukwnpeWYLXBtiwmq,folk,0.78,0.491,7,-13.934,1,0.0351,0.00719,1.8e-05,0.0677,0.843,124.238,251427
chicago,hard habit to break - 2006 remaster,3Tows9RnoAq9CmMJaII2cO,https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0,https://open.spotify.com/track/3Tows9RnoAq9CmMJaII2cO,folk,0.584,0.612,2,-5.833,1,0.0283,0.448,0.0,0.171,0.402,81.182,283733
ziggy alberts,runaway,5lN3gM5Q6rcHzkY6TFAslJ,https://open.spotify.com/artist/6tuPdaFPIytg3l2f51L7Hw,https://open.spotify.com/track/5lN3gM5Q6rcHzkY6TFAslJ,folk,0.752,0.498,5,-11.936,1,0.0412,0.33,0.000134,0.351,0.505,109.992,272733
sufjan stevens,fourth of july,4K3RZJ8sWPbv0IedcnEfw6,https://open.spotify.com/artist/4MXUO7sVCaFgFjoTI5ox5c,https://open.spotify.com/track/4K3RZJ8sWPbv0IedcnEfw6,folk,0.441,0.104,6,-22.399,0,0.0459,0.973,0.354,0.119,0.156,120.266,279316
poco,crazy love,4l6uTQ4A2eWZrOzjgm1bey,https://open.spotify.com/artist/0fyqyjD7pbaVzbu94ylWQR,https://open.spotify.com/track/4l6uTQ4A2eWZrOzjgm1bey,folk,0.415,0.256,3,-19.376,1,0.0305,0.189,0.0,0.151,0.634,82.124,176800
billy joel,big shot,22wxe2Yc9JzihICXYLGAQ7,https://open.spotify.com/artist/6zFYqv1mOsgBRQbae3JJ9e,https://open.spotify.com/track/22wxe2Yc9JzihICXYLGAQ7,folk,0.52,0.737,0,-11.715,1,0.0972,0.156,7.55e-06,0.0866,0.728,149.861,243493
dispatch,letter to lady j,7w8A5XvLWLVmeaVZIwa7Cn,https://open.spotify.com/artist/6v4jPZO3UIDNJIgdxRxtr9,https://open.spotify.com/track/7w8A5XvLWLVmeaVZIwa7Cn,folk,0.509,0.716,4,-7.145,1,0.0504,0.221,7.39e-06,0.402,0.333,132.096,255192
hiss golden messenger,i need a teacher,4C2yMWKNf2gLgXZgdhazzu,https://open.spotify.com/artist/37eqxl8DyLd5sQN54wYJbE,https://open.spotify.com/track/4C2yMWKNf2gLgXZgdhazzu,folk,0.5,0.764,9,-7.571,1,0.0414,0.373,0.0014,0.287,0.683,85.98,197597
erutan,come little children,2GHxtccGrufkQXi3QpQk9z,https://open.spotify.com/artist/4eiYHJLlxeKQXAw0UDoXJl,https://open.spotify.com/track/2GHxtccGrufkQXi3QpQk9z,folk,0.46,0.132,0,-17.582,0,0.0441,0.949,0.00878,0.0617,0.33,118.758,175630
john lennon,hold on - remastered 2010,4bN43jYf41eIjJZ3UXQpuA,https://open.spotify.com/artist/4x1nvY2FN8jxqAFA0DA02H,https://open.spotify.com/track/4bN43jYf41eIjJZ3UXQpuA,folk,0.684,0.21,1,-18.204,0,0.0841,0.538,0.031,0.143,0.681,83.383,112040
joseph,white flag,3nDM1ezsfSuuYaFN4sicp1,https://open.spotify.com/artist/5Wfvw7rDz7HA6gE2z6QhqO,https://open.spotify.com/track/3nDM1ezsfSuuYaFN4sicp1,folk,0.565,0.862,2,-4.741,1,0.0431,0.036,0.00146,0.244,0.462,108.042,199853
big thief,masterpiece,2WTxIQ0ufU7AxT43ZKpllY,https://open.spotify.com/artist/5QdyldG4Fl4TPiOIeMNpBZ,https://open.spotify.com/track/2WTxIQ0ufU7AxT43ZKpllY,folk,0.419,0.704,4,-7.819,1,0.0288,0.00107,3.04e-05,0.161,0.401,72.044,230586
them,gloria (feat. van morrison) - stereo version,1DKyFVzIh1oa1fFnEmTkIl,https://open.spotify.com/artist/5BaHqGtf6UAZnHfqdPaTDA,https://open.spotify.com/track/1DKyFVzIh1oa1fFnEmTkIl,folk,0.641,0.703,9,-10.434,1,0.0518,0.397,0.00546,0.104,0.722,129.118,156800
mt. joy,younger days,73DoUyxCAGBTzr5RFOEHXo,https://open.spotify.com/artist/69tiO1fG8VWduDl3ji2qhI,https://open.spotify.com/track/73DoUyxCAGBTzr5RFOEHXo,folk,0.542,0.327,9,-9.237,1,0.0289,0.549,0.0012,0.115,0.189,113.384,297240
wings,live and let die,6AbaUu4XtHu7pGkPE94Tat,https://open.spotify.com/artist/3sFhA6G1N0gG1pszb6kk1m,https://open.spotify.com/track/6AbaUu4XtHu7pGkPE94Tat,folk,0.397,0.512,7,-9.988,1,0.0659,0.313,0.00107,0.12,0.23,154.025,193840
phillip phillips,raging fire,3Q2tKt6gKdn9LUMcHFxNJy,https://open.spotify.com/artist/6p5JxpTc7USNnBnLzctyd4,https://open.spotify.com/track/3Q2tKt6gKdn9LUMcHFxNJy,folk,0.557,0.833,7,-4.671,1,0.073,0.00867,0.0,0.0621,0.449,125.909,234693
pure prairie league,amie,1mqydO6xMtyTPa8yo1SdVr,https://open.spotify.com/artist/1MXwwmS2JpmsHZhdMeOL2s,https://open.spotify.com/track/1mqydO6xMtyTPa8yo1SdVr,folk,0.553,0.449,9,-11.722,1,0.0292,0.567,0.0,0.0892,0.423,88.788,260933
linda ronstadt,don't know much (with aaron neville),5z3ZDMP02xF33yCvPFnct3,https://open.spotify.com/artist/1sXbwvCQLGZnaH0Jp2HTVc,https://open.spotify.com/track/5z3ZDMP02xF33yCvPFnct3,folk,0.401,0.285,11,-11.005,1,0.0327,0.657,1.13e-05,0.158,0.267,130.465,211973
the avett brothers,murder in the city,3h5AZDf5z7D18plaLtHTfi,https://open.spotify.com/artist/196lKsA13K3keVXMDFK66q,https://open.spotify.com/track/3h5AZDf5z7D18plaLtHTfi,folk,0.632,0.254,3,-10.898,1,0.0338,0.922,9.06e-05,0.13,0.232,106.026,192427
dr. hook,sharing the night together,4M0m4FUdc4wD2guhUHogLF,https://open.spotify.com/artist/2Mhi3jfuRSdbVZPdjqsnnN,https://open.spotify.com/track/4M0m4FUdc4wD2guhUHogLF,folk,0.619,0.686,1,-9.014,0,0.0615,0.644,0.0,0.0996,0.757,76.923,174533
